job_title,company,job_location,first_seen,search_city,search_country,search_position,job_level,job_type,year,month,month_name,country
Contractor - Epic Clarity Data Analyst - Revenue Cycle,Deloitte,"New Jersey, United States",2024-01-14,Lakehurst,United States,Tumor Registrar,Mid-Senior,Onsite,2024,1,January,Other
Sr. Cloud Data Infrastructure Engineer,Intellectt Inc,"Abbott, TX",2024-01-14,Waco,United States,Agricultural-Research Engineer,Mid-Senior,Onsite,2024,1,January,United States
Data Scientist,Motion Recruitment,"Tampa, FL",2024-01-16,Seminole,United States,Geophysicist,Mid-Senior,Onsite,2024,1,January,United States
Customer Service Representative/Data Analyst/Data Entry Clerk/Part Time,Toyandsons,"Sherbrooke, Quebec, Canada",2024-01-14,Magog,Canada,Car Inspector,Mid-Senior,Onsite,2024,1,January,Canada
Senior Data Scientist,Deepcell,"Menlo Park, CA",2024-01-16,San Leandro,United States,Mathematician,Mid-Senior,Onsite,2024,1,January,United States
Senior Implementation Analyst Data Team (Insurance/Pensions/ Employee Benefits) - 926,Russell Tobin,"The Home, England, United Kingdom",2024-01-14,Telford,United Kingdom,Data Entry Clerk,Mid-Senior,Onsite,2024,1,January,United Kingdom
Sr Manager Data Integrity,West Pharmaceutical Services,"Exton, PA",2024-01-16,Exeter,United States,Manager Regulated Program,Mid-Senior,Onsite,2024,1,January,United States
"Manager, Data Engineering (Python, Aws, Airflow, Snowflake) (Hybrid)",Jobs For Humanity,"Portland, ME",2024-01-15,Cumberland,United States,Electrical-Installation Supervisor,Mid-Senior,Onsite,2024,1,January,United States
Electrical Project Manager – Data Center Construction,Turner & Townsend,"Seattle, WA",2024-01-14,Tacoma,United States,Bridge Inspector,Mid-Senior,Onsite,2024,1,January,United States
Senior Machine Learning Engineer - Ai,Recruiting From Scratch,"Wichita, KS",2024-01-14,Wichita,United States,Agricultural-Research Engineer,Mid-Senior,Onsite,2024,1,January,United States
Sr Analyst - Data Products,United Airlines,"Chicago, IL",2024-01-14,East Chicago,United States,Data Communications Analyst,Mid-Senior,Onsite,2024,1,January,United States
"Manager, Data Analyst",Kpmg Us,"McLean, VA",2024-01-14,West Springfield,United States,Maintenance Data Analyst,Mid-Senior,Onsite,2024,1,January,United States
Senior Data Loss Prevention Analyst,Vanguard,"Dallas, TX",2024-01-14,Mansfield,United States,Data Entry Clerk,Mid-Senior,Onsite,2024,1,January,United States
Data Integrity Manager,Ardeta Search,"Chesterfield, England, United Kingdom",2024-01-14,Doncaster,United Kingdom,Standards Engineer,Mid-Senior,Onsite,2024,1,January,United Kingdom
Lab Technical Sec Lead-Mt/Mls,Deaconess Health System,"Evansville, IN",2024-01-14,Evansville,United States,Consultant Education,Mid-Senior,Onsite,2024,1,January,United States
"(Usa) Senior, Data Scientist",Walmart,"Sunnyvale, CA",2024-01-14,San Jose,United States,Interpreter,Mid-Senior,Onsite,2024,1,January,United States
Contractor - Epic Clarity Data Analyst,Deloitte,"Missouri, United States",2024-01-15,Missouri,United States,Actuary,Mid-Senior,Onsite,2024,1,January,Other
Senior Data Science Engineer,Biospace,"North Chicago, IL",2024-01-14,Libertyville,United States,Agricultural-Research Engineer,Mid-Senior,Onsite,2024,1,January,United States
"Data Science Manager, Growth",Coinbase,Los Angeles Metropolitan Area,2024-01-16,Burbank,United States,Reader,Mid-Senior,Onsite,2024,1,January,Other
Sr. Database Engineer,Flowerhire,"Scottsdale, AZ",2024-01-14,Glendale,United States,Software Engineer,Associate,Onsite,2024,1,January,United States
Senior Data Engineer,Byterat,"San Francisco, CA",2024-01-14,California,United States,Data Base Administrator,Mid-Senior,Onsite,2024,1,January,United States
Senior Mlops Engineer,Recruiting From Scratch,"Trenton, NJ",2024-01-14,Bordentown,United States,Job Development Specialist,Mid-Senior,Onsite,2024,1,January,United States
Business And Data Analyst - Data Strategy,Marsh & Mclennan Companies Uk,"Greater Norwich Area, United Kingdom",2024-01-14,Norwich,United Kingdom,Data Entry Clerk,Mid-Senior,Onsite,2024,1,January,United Kingdom
"Data Scientist, Product",Figma,"Seattle, WA",2024-01-14,Bellevue,United States,Microbiologist,Mid-Senior,Onsite,2024,1,January,United States
Senior Mlops Engineer,Recruiting From Scratch,"Austin, TX",2024-01-15,Austin,United States,Airport Engineer,Mid-Senior,Onsite,2024,1,January,United States
"It Manager - Microsoft Ad, Azure, O365, Database, And Secops",Axos Bank,"Omaha, NE",2024-01-14,Council Bluffs,United States,Supervisor Telephone Information,Mid-Senior,Onsite,2024,1,January,United States
Sr./Lead Data Platform Engineer,Net2Source Inc.,"Philadelphia, PA",2024-01-17,Camden,United States,Utilization Engineer,Mid-Senior,Onsite,2024,1,January,United States
Senior Data Scientist - Uk,Hotel Cloud,"London, England, United Kingdom",2024-01-16,Slough,United Kingdom,Mathematician,Mid-Senior,Onsite,2024,1,January,United Kingdom
Senior Lead Data Science Consultant - Conduct Analytics And Reporting,Wells Fargo,"West Des Moines, IA",2024-01-14,Des Moines,United States,Data Communications Analyst,Mid-Senior,Onsite,2024,1,January,United States
"Data Analytics Manager - Hybrid To Olympia, Wa",Tekintegral,"Olympia, WA",2024-01-14,Centralia,United States,Director Technical,Mid-Senior,Onsite,2024,1,January,United States
Senior Data Engineer (On-Site),Prismhr,"Duluth, GA",2024-01-14,Smyrna,United States,Data Base Administrator,Mid-Senior,Onsite,2024,1,January,United States
Data Scientist,Latentview Analytics,"San Jose, CA",2024-01-16,Menlo Park,United States,Geophysicist,Mid-Senior,Onsite,2024,1,January,United States
Senior Data Intelligence Manager - Walmart Connect,Walmart Connect,"Hoboken, NJ",2024-01-17,Fort Lee,United States,Supervisor Pipelines,Mid-Senior,Onsite,2024,1,January,United States
Medical Laboratory Technologist (Mlt),Southlake Regional Health Centre,"Newmarket, Ontario, Canada",2024-01-15,North York,Canada,Aquatic Biologist,Mid-Senior,Onsite,2024,1,January,Canada
"Database Engineer, Lead Team",Amazon,"Bellevue, WA",2024-01-14,Kent,United States,Data Base Administrator,Mid-Senior,Onsite,2024,1,January,United States
Specialist Solutions Architect - Data Warehousing & Data Governance,Databricks,"Denver, CO",2024-01-14,Colorado,United States,Architect,Mid-Senior,Onsite,2024,1,January,United States
"Enterprise Sales Consultant - Saas, Data Analytics, Remote",Future Talent Group,"Southampton, England, United Kingdom",2024-01-17,South Hampshire,United Kingdom,Ticket Broker,Mid-Senior,Onsite,2024,1,January,United Kingdom
Bsa/Aml Compliance Specialist I,Simmons Bank,"Little Rock, AR",2024-01-14,Little Rock,United States,Training Representative,Mid-Senior,Onsite,2024,1,January,United States
Rsch Data Anl 1 (Research Data Analyst) - 63346,"University Of California, Davis","Davis, CA",2024-01-14,Sacramento,United States,Assistant Principal,Mid-Senior,Onsite,2024,1,January,United States
Data Center Manager,Databank,"Memphis, TN",2024-01-16,Tennessee,United States,Lead Former,Mid-Senior,Onsite,2024,1,January,United States
Scheduler - Data Center Construction,Turner & Townsend,"Reno, NV",2024-01-14,Sparks,United States,Scheduler,Mid-Senior,Onsite,2024,1,January,United States
Senior Data Analyst,Alldus,"New York, NY",2024-01-14,Manhattan,United States,Maintenance Data Analyst,Mid-Senior,Onsite,2024,1,January,United States
Senior Machine Learning Engineer,Truveta,"Seattle, WA",2024-01-14,Tacoma,United States,Agricultural-Research Engineer,Mid-Senior,Onsite,2024,1,January,United States
Partner Attorney/Of Counsel - Data Privacy & Cyber Security,Jobot,"Albany, NY",2024-01-14,Rotterdam,United States,Lawyer,Mid-Senior,Onsite,2024,1,January,United States
Medical Laboratory Scientist Mt/Mls Lab Lead 7548,Retail Options,"Melrose, MA",2024-01-14,Gloucester,United States,Microbiologist,Mid-Senior,Onsite,2024,1,January,United States
Senior Product Data Scientist,Pave,New York City Metropolitan Area,2024-01-16,White Plains,United States,Mathematician,Mid-Senior,Onsite,2024,1,January,Other
Lead Software Engineer - Data Analytics,Clickjobs.Io,"Marble Cliff, OH",2024-01-14,Marysville,United States,Job Development Specialist,Mid-Senior,Onsite,2024,1,January,United States
Data Engineer Iv - Max Digital (Data Engineering),Acv Auctions,"Delaware, United States",2024-01-14,Lewes,United States,Agricultural-Research Engineer,Mid-Senior,Onsite,2024,1,January,Other
"Senior Manager, Technical Program Manager - Machine Learning",Jobs For Humanity,"Newark, NJ",2024-01-16,New Jersey,United States,Manager Regulated Program,Mid-Senior,Onsite,2024,1,January,United States
Data Privacy Attorney,Jdhuntr In-House Counsel Jobs,"Princeton, NJ",2024-01-16,Bordentown,United States,Membership Solicitor,Mid-Senior,Onsite,2024,1,January,United States
Medical Technologist/Mlt (Traveler) | Fishers In 46037,Eteam,"Fishers, IN",2024-01-14,Indianapolis,United States,Biologist,Mid-Senior,Onsite,2024,1,January,United States
Mltc-Nurse Care Manager- Bilingual Russian (Brooklyn Office),Riverspring Living,"Brooklyn, NY",2024-01-14,Westfield,United States,Dye-House Supervisor,Mid-Senior,Onsite,2024,1,January,United States
Senior Data Engineer With Security Clearance,Clearancejobs,"Aberdeen Proving Ground, MD",2024-01-16,Aberdeen,United States,Loading-Machine Tool-Setter,Mid-Senior,Onsite,2024,1,January,United States
Data Consultant (Data Governance),Artefact,"New York, NY",2024-01-14,Little Falls,United States,Extra,Mid-Senior,Onsite,2024,1,January,United States
Data Architect,Planhub,"West Palm Beach, FL",2024-01-14,Palm Springs,United States,Architect,Mid-Senior,Onsite,2024,1,January,United States
Senior Data Engineer (Python / Aws),Jobot,"Matthews, NC",2024-01-14,Ridgewood,United States,Maintenance Data Analyst,Mid-Senior,Onsite,2024,1,January,United States
"Senior Manager, Ontology And Data Modeling",Jobs For Humanity,"Charlottesville, VA",2024-01-14,Waynesboro,United States,Manager Compensation,Mid-Senior,Onsite,2024,1,January,United States
Medical Lab Technician (Mlt) Prn,Lifepoint Health®,"Hot Springs, AR",2024-01-13,Arkansas,United States,Fitter I,Mid-Senior,Onsite,2024,1,January,United States
Aml Financial Crimes Analyst,Ask Consulting,"Boston, MA",2024-01-14,Massachusetts,United States,Credit Authorizer,Mid-Senior,Onsite,2024,1,January,United States
"Manager, Data Engineering (Python, Aws, Airflow, Snowflake) (Hybrid)",Jobs For Humanity,"Scranton, PA",2024-01-14,Nanticoke,United States,Manager Benefits,Mid-Senior,Onsite,2024,1,January,United States
Data Manger,Hays,"Sheffield, England, United Kingdom",2024-01-14,Doncaster,United Kingdom,Consultant Education,Mid-Senior,Onsite,2024,1,January,United Kingdom
Senior Data Quality Engineer,The Hartford,"Hartford, CT",2024-01-14,Marion,United States,Industrial Engineer,Mid-Senior,Onsite,2024,1,January,United States
Sen Tutors Needed In Bromley,Prospero Teaching,"Bromley, England, United Kingdom",2024-01-14,Maidstone,United Kingdom,Tutor,Mid-Senior,Onsite,2024,1,January,United Kingdom
"Data Science Manager, Generative Ai",Aig,"Jersey City, NJ",2024-01-17,Manhattan,United States,Supervisor Matrix,Mid-Senior,Onsite,2024,1,January,United States
Senior Machine Learning Engineer,Jobs For Humanity,"New York County, NY",2024-01-14,Tarrytown,United States,Agricultural-Research Engineer,Mid-Senior,Onsite,2024,1,January,United States
Facilities And Data Center Technician Iv,Gavinheath,"Los Angeles, CA",2024-01-15,West Covina,United States,Data Communications Technician,Mid-Senior,Onsite,2024,1,January,United States
Database Engineer 3,Raytheon,"Annapolis Junction, MD",2024-01-14,Catonsville,United States,Data Base Administrator,Mid-Senior,Onsite,2024,1,January,United States
Master Material Data Specialist,"Nippon Paint Automotive Americas, Inc.","Lansing, IL",2024-01-16,Calumet City,United States,Material Coordinator,Mid-Senior,Onsite,2024,1,January,United States
Senior Business Intelligence Data Engineer,Deakin University,"Burwood, Victoria, Australia",2024-01-14,Victoria,Australia,Technical Support Specialist,Mid-Senior,Onsite,2024,1,January,Other
Data Privacy/Mobility Attorney,Bcg Attorney Search,"Novi, MI",2024-01-17,Ann Arbor,United States,Tax Attorney,Mid-Senior,Onsite,2024,1,January,United States
Supervisor Treasury Database - St. Mary'S Hospital Troy Ny - Ft Days,Trinity Health,"Troy, NY",2024-01-14,Cohoes,United States,Superintendent Local,Mid-Senior,Onsite,2024,1,January,United States
Data Centre Engineer - Part Time,Salute Mission Critical,"London, England, United Kingdom",2024-01-17,Greater London,United Kingdom,Test Engineer Mechanical Equipment,Mid-Senior,Onsite,2024,1,January,United Kingdom
Senior Mlops Engineer,Recruiting From Scratch,"Jersey City, NJ",2024-01-15,New Jersey,United States,Airport Engineer,Mid-Senior,Onsite,2024,1,January,United States
"Manager, Data Loss Prevention (Dlp) Engineer (Symantec)",Jobs For Humanity,"Kalamazoo, MI",2024-01-14,Climax,United States,Architect,Mid-Senior,Onsite,2024,1,January,United States
"Senior Splunk Engineer With Spark (Bigdata)--Reston, Va (Day One Onsite)",Spar Information Systems Llc,"Reston, VA",2024-01-14,Clarksburg,United States,Value Engineer,Mid-Senior,Onsite,2024,1,January,United States
Senior Lead Data Engineer,Jobs For Humanity,"Annapolis, MD",2024-01-14,Dunkirk,United States,Data Base Administrator,Mid-Senior,Onsite,2024,1,January,United States
Senior Data Analyst,Dice,"Miami, FL",2024-01-14,Coral Gables,United States,Data Communications Analyst,Mid-Senior,Onsite,2024,1,January,United States
Assistant Professor - Data Science,University Of Nebraska-Lincoln,"Lincoln, NE",2024-01-14,Lincoln,United States,Teacher,Mid-Senior,Onsite,2024,1,January,United States
"Senior Data Engineer, Public Company",Recruiting From Scratch,"Mill Valley, CA",2024-01-14,Petaluma,United States,Data Base Administrator,Mid-Senior,Onsite,2024,1,January,United States
"Sr Data Scientist - Recommendations (Applied Ml, Deep Learning, Relevance Systems)",Target,"Minneapolis, MN",2024-01-14,Orono,United States,Agricultural-Research Engineer,Mid-Senior,Onsite,2024,1,January,United States
Data Engineering Manager - Data & Machine Learning Platform,Jobs For Humanity,"Washington, DC",2024-01-17,Silver Spring,United States,Supervisor Pipelines,Mid-Senior,Onsite,2024,1,January,United States
Data Engineer Iii With Security Clearance,Clearancejobs,"Orlando, FL",2024-01-16,Avondale,United States,Loading-Machine Tool-Setter,Mid-Senior,Onsite,2024,1,January,United States
"Staff Data Engineer (Fintech Team) (Bangkok Based, Relocation Provided)",Agoda,"Vancouver, British Columbia, Canada",2024-01-14,Burnaby,Canada,Data Base Administrator,Mid-Senior,Onsite,2024,1,January,Canada
"Staff Data Engineer, Quality Data Analytics & Systems",Tesla,"Fremont, CA",2024-01-14,Alameda,United States,Computer Operator,Mid-Senior,Onsite,2024,1,January,United States
"Manager, Data Loss Prevention (Dlp) Engineer (Symantec)",Jobs For Humanity,"Springfield, MA",2024-01-14,Holyoke,United States,Architect,Mid-Senior,Onsite,2024,1,January,United States
Datacenter Technician,"Excelgens, Inc.","London, England, United Kingdom",2024-01-12,Slough,United Kingdom,Assembler Product,Associate,Onsite,2024,1,January,United Kingdom
Lead Data Engineer (Finops),Clickjobs.Io,"New Haven, CT",2024-01-14,Connecticut,United States,Computer Operator,Mid-Senior,Onsite,2024,1,January,United States
Senior Data Engineer,Pra,"Sydney, New South Wales, Australia",2024-01-14,Parramatta,Australia,Data Base Administrator,Mid-Senior,Onsite,2024,1,January,Other
Senior Data Scientist,Harnham,"Oxford, England, United Kingdom",2024-01-16,High Wycombe,United Kingdom,Mathematician,Mid-Senior,Onsite,2024,1,January,United Kingdom
"Manager, Data Engineering (Python, Aws, Airflow, Snowflake) (Hybrid)",Capital One,"Richmond, VA",2024-01-15,Montpelier,United States,Electrician Supervisor,Mid-Senior,Onsite,2024,1,January,United States
Machine Learning Research Scientist With Security Clearance,Clearancejobs,"Laurel, MD",2024-01-16,Towson,United States,Police-Academy Instructor,Mid-Senior,Onsite,2024,1,January,United States
21St Cclc Data Clerk Steam (Year 1),Jefferson County School District,"Fayette, MS",2024-01-14,Mississippi,United States,Title Clerk,Mid-Senior,Onsite,2024,1,January,United States
Medical Lab Scientist(Mt Or Mlt),Afton Consulting Group,"Columbus, OH",2024-01-15,Columbus,United States,Aquatic Biologist,Mid-Senior,Onsite,2024,1,January,United States
Transportation Planner & Data Scientist,Foursquare Itp,"Washington, DC",2024-01-14,Bethesda-Chevy Chase,United States,Scheduler,Mid-Senior,Onsite,2024,1,January,United States
Clinical Research Data Specialist At University Of Miami,Health Ecareers,"Hialeah, FL",2024-01-16,Coral Gables,United States,Ophthalmologist,Mid-Senior,Onsite,2024,1,January,United States
"Associate Director, Commercial Data Engineering",Dice,"Philadelphia, PA",2024-01-13,Winslow,United States,Manager Stage,Mid-Senior,Onsite,2024,1,January,United States
Research Analyst (Data Scientist Ii) With Security Clearance,Clearancejobs,"Arlington, VA",2024-01-15,Bowie,United States,Actuary,Mid-Senior,Onsite,2024,1,January,United States
Cost Manager - Data Centre (Csa),Turner & Townsend Alinea,"London, England, United Kingdom",2024-01-17,Greater London,United Kingdom,Turner,Mid-Senior,Onsite,2024,1,January,United Kingdom
"Staff Industrial Engineer, Data Analytics",Rivian,"Normal, IL",2024-01-14,Normal,United States,Chemical Engineer,Mid-Senior,Onsite,2024,1,January,United States
"Senior Data Science Engineer, Llm Mlops Platform",Nvidia,"Santa Clara, CA",2024-01-16,Livermore,United States,Programmer Engineering And Scientific,Mid-Senior,Onsite,2024,1,January,United States
"Scientist, Data Science - Drug Discovery And Cellular Modeling",Altos Labs,"San Francisco, CA",2024-01-16,San Leandro,United States,Mathematician,Mid-Senior,Onsite,2024,1,January,United States
Cleared Data Scientist - Workforce Analytics,Jobs For Humanity,"Washington, DC",2024-01-16,Alexandria,United States,Political Scientist,Mid-Senior,Onsite,2024,1,January,United States
Data Center Supervisor,Db Schenker,"Las Vegas, NV",2024-01-17,Enterprise,United States,Supervisor Loading And Unloading,Mid-Senior,Onsite,2024,1,January,United States
Senior Project Manager 4 - Data Governance Project,Alrek Business Solutions Inc,"Richmond, VA",2024-01-16,Montpelier,United States,Facilities Planner,Mid-Senior,Onsite,2024,1,January,United States
Machine Learning Researcher,Optiver,"Austin, TX",2024-01-15,Austin,United States,Color Maker,Mid-Senior,Onsite,2024,1,January,United States
Data Engineer Iv,Dice,United States,2024-01-14,Smith Center,United States,Systems Analyst,Mid-Senior,Onsite,2024,1,January,Other
Data Engineering Manager - Data & Machine Learning Platform,Jobs For Humanity,"Washington, DC",2024-01-14,Saint Charles,United States,Range Manager,Mid-Senior,Onsite,2024,1,January,United States
Data & Analytics Architect - Principal,Slalom,"Calgary, Alberta, Canada",2024-01-12,Calgary,Canada,Architect,Mid-Senior,Onsite,2024,1,January,Canada
"Senior Project Manager - Data Centers, Mission Critical",Stv,"Milwaukee, WI",2024-01-16,Grafton,United States,Facilities Planner,Mid-Senior,Onsite,2024,1,January,United States
"Senior Ehs Manager (Data Center Construction) In East Windsor, Nj, Usa",Energy Jobline,"East Windsor, NJ",2024-01-16,Bordentown,United States,Fire Inspector,Mid-Senior,Onsite,2024,1,January,United States
Data Scientist,"Freedom Technology Solutions Group, Llc","Herndon, VA",2024-01-16,Clarksburg,United States,Geophysicist,Mid-Senior,Onsite,2024,1,January,United States
"Manager, Data Engineering (Python, Aws, Airflow, Snowflake) (Hybrid)",Jobs For Humanity,"Poughkeepsie, NY",2024-01-14,Beacon,United States,Manager Records Analysis,Mid-Senior,Onsite,2024,1,January,United States
"Manager, Data Scientist - Card Generative Ai Systems",Capital One,"McLean, VA",2024-01-16,Washington,United States,Engine-Testing Supervisor,Mid-Senior,Onsite,2024,1,January,United States
Senior Mlops Engineer,Recruiting From Scratch,"Livonia, MI",2024-01-15,Ann Arbor,United States,Airport Engineer,Mid-Senior,Onsite,2024,1,January,United States
"Data Scientist Ii, Middle Mile Transportation",Amazon,"Bellevue, WA",2024-01-16,Seattle,United States,Geophysicist,Mid-Senior,Onsite,2024,1,January,United States
Data Support Specialist,Nsc,"West Hollywood, CA",2024-01-14,Santa Clarita,United States,Recruiter,Associate,Onsite,2024,1,January,United States
"Pre-Construction Manager, Virginia Data Center Construction",Amazon Web Services (Aws),"Herndon, VA",2024-01-14,Clarksburg,United States,Standards Engineer,Mid-Senior,Onsite,2024,1,January,United States
"Senior Manager, Ontology And Data Modeling",Jobs For Humanity,"Annapolis, MD",2024-01-17,Baltimore,United States,Supervisor Mapping,Mid-Senior,Onsite,2024,1,January,United States
Senior Mlops Engineer,Recruiting From Scratch,"New York, NY",2024-01-16,Lakeview,United States,Maintainability Engineer,Mid-Senior,Onsite,2024,1,January,United States
"Big Data Technologist (Hadoop, Java, Python, Scala, Spark, Aws, Hdfs",Ceres Group,"Boston, MA",2024-01-16,Massachusetts,United States,Engineer Of System Development,Mid-Senior,Onsite,2024,1,January,United States
"Registered Nurse (Rn), Research & Data Analyst",Memorial Health,"Springfield, IL",2024-01-14,Petersburg,United States,Data Entry Clerk,Mid-Senior,Onsite,2024,1,January,United States
"Senior Manager, Ontology And Data Modeling",Jobs For Humanity,"Poughkeepsie, NY",2024-01-14,Beacon,United States,Manager Compensation,Mid-Senior,Onsite,2024,1,January,United States
Sr Data Scientist,Exelon,"Mays Landing, NJ",2024-01-14,Vineland,United States,Biologist,Mid-Senior,Onsite,2024,1,January,United States
Senior Lead Software Engineer - Data Modernization,Clickjobs.Io,"Riverlea, OH",2024-01-14,Marysville,United States,Data Base Administrator,Mid-Senior,Onsite,2024,1,January,United States
"Medical Data Analyst At Alameda, Ca",Intellectt Inc,"Alameda, CA",2024-01-14,Menlo Park,United States,Job Analyst,Mid-Senior,Onsite,2024,1,January,United States
Senior Data Engineer (Python),Clickjobs.Io,"Paris, TX",2024-01-14,Hugo,United States,Computer Systems Hardware Analyst,Mid-Senior,Onsite,2024,1,January,United States
(Global Oil Gas) Senior Data Scientist Expert,Matchatalent,"New York, NY",2024-01-16,Bayonne,United States,Information Scientist,Mid-Senior,Onsite,2024,1,January,United States
Senior Data Scientist - Marketing Science,The Walt Disney Company,"New York, NY",2024-01-16,Lakeview,United States,Mathematician,Mid-Senior,Onsite,2024,1,January,United States
Clin Research Data Mgr,University Of Rochester,"Medicine, NE",2024-01-15,Nebraska,United States,Director Research,Mid-Senior,Onsite,2024,1,January,United States
Senior Datacenter Gpu Power Architect,Nvidia,"Santa Clara, CA",2024-01-16,Hayward,United States,Processor,Mid-Senior,Onsite,2024,1,January,United States
Senior Data Engineer (P4026),84.51˚,"Chicago, IL",2024-01-14,Brookfield,United States,Maintenance Data Analyst,Mid-Senior,Onsite,2024,1,January,United States
Senior Auditor/Audit Supervisor - Data Quality And Analysis,Agile Tech Labs,"Charlotte, NC",2024-01-14,Denver,United States,Maintenance Data Analyst,Mid-Senior,Onsite,2024,1,January,United States
Medical Lab Technologist (Mlt),North York General Hospital,"Toronto, Ontario, Canada",2024-01-14,North York,Canada,Medical Technologist,Mid-Senior,Onsite,2024,1,January,Canada
Sr. Machine Learning Engineer Ii,Goodrx,"New York, NY",2024-01-17,New York,United States,Tool Grinder Ii,Mid-Senior,Onsite,2024,1,January,United States
Sr. Data Scientist,University Of Chicago,"Chicago, IL",2024-01-16,Calumet City,United States,Mathematician,Mid-Senior,Onsite,2024,1,January,United States
Data Center Operations Analyst,Ntt Data Services,"Quincy, WA",2024-01-14,Ephrata,United States,Data Entry Clerk,Mid-Senior,Onsite,2024,1,January,United States
Network Engineer With Data Center,Hexaware Technologies,"Chicago, IL",2024-01-16,Calumet City,United States,Router,Mid-Senior,Onsite,2024,1,January,United States
Lead Software Engineer - Data Analytics,Clickjobs.Io,"Groveport, OH",2024-01-14,Williamsport,United States,Maintenance Data Analyst,Mid-Senior,Onsite,2024,1,January,United States
Traveling Mep Superintendent - Msg - Data Centers,Turner Construction Company,"District of Columbia, United States",2024-01-14,Saint Charles,United States,Superintendent Local,Mid-Senior,Onsite,2024,1,January,Other
Specialist Solutions Architect - Data Engineering,Databricks,"Boston, MA",2024-01-14,Lowell,United States,Interior Designer,Mid-Senior,Onsite,2024,1,January,United States
"Public Health Advisor I - Data Entry Unit , Bureau Of School Health",Nyc Department Of Health And Mental Hygiene,"Queens, NY",2024-01-14,Levittown,United States,Scanner,Mid-Senior,Onsite,2024,1,January,United States
Senior Electrical Project Manager - Data Center -Chicago 1,Gpac,"Oak Brook, IL",2024-01-16,Oswego,United States,Manager Labor Relations,Mid-Senior,Onsite,2024,1,January,United States
Data Science Manager,Govini,"Pittsburgh, PA",2024-01-14,Aliquippa,United States,Pressure Supervisor,Mid-Senior,Onsite,2024,1,January,United States
Senior Scientist – Ml/Ai,Alector,"South San Francisco, CA",2024-01-14,San Rafael,United States,Biologist,Mid-Senior,Onsite,2024,1,January,United States
Data Analyst - Senior With Security Clearance,Clearancejobs,"McLean, VA",2024-01-15,Clarksburg,United States,Actuary,Mid-Senior,Onsite,2024,1,January,United States
"Manager, Data Science - Retail Bank",Capital One,"McLean, VA",2024-01-16,Clarksburg,United States,Finer,Mid-Senior,Onsite,2024,1,January,United States
Finance Data Reporting Developer Sr.,Huntington National Bank,"Indianapolis, IN",2024-01-14,Indiana,United States,Systems Analyst,Mid-Senior,Onsite,2024,1,January,India
Senior Data Scientist - Autonomous Mobility & Delivery,Uber,"San Francisco, CA",2024-01-16,Berkeley,United States,Mathematician,Mid-Senior,Onsite,2024,1,January,United States
Data Architect,Wise Skulls,"Troy, OH",2024-01-14,Kettering,United States,Architect,Mid-Senior,Onsite,2024,1,January,United States
"Sr. Program Manager Data Infra, Acting On Behalf Of Sellers (Abs) Data Inffrastructure",Amazon,"Arlington, VA",2024-01-17,Saint Charles,United States,Supervisor Vendor Quality,Mid-Senior,Onsite,2024,1,January,United States
Senior Machine Learning Engineer - Auto-Labeling / Active Learning,Zipline,"South San Francisco, CA",2024-01-15,San Leandro,United States,Applications Engineer Manufacturing,Mid-Senior,Onsite,2024,1,January,United States
Pharmaceutical Manufacturing Data Manager,Galaxy Infotech Inc.,"Seattle, WA",2024-01-14,Seattle,United States,Manager Records Analysis,Mid-Senior,Onsite,2024,1,January,United States
Contractor - Epic Clarity Data Analyst - Revenue Cycle,Deloitte,"Utah, United States",2024-01-14,Manti,United States,Tumor Registrar,Mid-Senior,Onsite,2024,1,January,Other
Medical Technologist - Microbiology (Mt/Mlt/Mls),Gateway Regional Medical Center,"Granite City, IL",2024-01-12,Ferguson,United States,Biologist,Mid-Senior,Onsite,2024,1,January,United States
"Associate Manager It, Vendor, Mor, Product & Material Data Owner, Kohler Energy",Kohler Co.,"Kohler, WI",2024-01-14,Pine Bluff,United States,Consultant Education,Mid-Senior,Onsite,2024,1,January,United States
Superintendent - Data Center,Hays,Greater Chicago Area,2024-01-16,Calumet City,United States,Superintendent Service,Mid-Senior,Onsite,2024,1,January,Other
Sr. Machine Learning Engineer,Elucid,"Boston, MA",2024-01-14,Ipswich,United States,Test Fixture Designer,Mid-Senior,Onsite,2024,1,January,United States
Medical Technologist/Medical Lab Scientist (Mt) (Mls) Senior - Cmh Lab,Vcu Health,"South Hill, VA",2024-01-15,Virginia,United States,Aquatic Biologist,Mid-Senior,Onsite,2024,1,January,United States
Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Villarestaurantgroup,"Granby, Quebec, Canada",2024-01-14,Sarnia-Clearwater,Canada,Service Clerk,Mid-Senior,Onsite,2024,1,January,Canada
It Manager Data Governance,Espo Corporation,"Lake Forest, IL",2024-01-14,Kenosha,United States,Rate Supervisor,Mid-Senior,Onsite,2024,1,January,United States
Lead Medical Technologist/Lead Clinical Laboratory Scientist/Lead Medical Laboratory Scientist (Mt/Cls/Mls) - Coagulation,St. Croix Health,"St Croix Falls, WI",2024-01-14,Lake Forest,United States,Biologist,Mid-Senior,Onsite,2024,1,January,United States
Cientista De Dados Sênior | Data & Ai,Globo,United States,2024-01-15,Smith Center,United States,Dairy Scientist,Mid-Senior,Onsite,2024,1,January,Other
"Staff Product Manager, Data Security",Databricks,"San Francisco, CA",2024-01-16,San Rafael,United States,Manager Regulated Program,Mid-Senior,Onsite,2024,1,January,United States
